@relation 'data_int'
@attribute 'outcomeCount' {FALSE, TRUE}
@attribute '198124209' {FALSE, TRUE}
@attribute '316139209' {FALSE, TRUE}
@attribute '316139210' {FALSE, TRUE}
@data
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"TRUE","FALSE","TRUE","TRUE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","TRUE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","TRUE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","TRUE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","TRUE","FALSE","FALSE"
"TRUE","TRUE","TRUE","TRUE"
"FALSE","TRUE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","TRUE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","TRUE","TRUE"
"TRUE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","TRUE","FALSE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","TRUE","TRUE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","TRUE","TRUE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"TRUE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","TRUE","TRUE"
"FALSE","FALSE","TRUE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","TRUE","TRUE","TRUE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","TRUE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"TRUE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
